IATA,Name,City,Country_y,Alpha-2 code
MCW,Mason City Municipal Airport,Mason City,United States of America (the),US
MDD,Midland Airpark,Midland,United States of America (the),US
MDH,Southern Illinois Airport,Carbondale/Murphysboro,United States of America (the),US
XMD,Madison Municipal Airport,Madison,United States of America (the),US
MDT,Harrisburg International Airport,Harrisburg,United States of America (the),US
MDW,Chicago Midway International Airport,Chicago,United States of America (the),US
MDF,Taylor County Airport,Medford,United States of America (the),US
MXE,Laurinburg/Maxton Airport,Maxton,United States of America (the),US
MEI,Key Field,Meridian,United States of America (the),US
MEM,Memphis International Airport,Memphis,United States of America (the),US
MER,Castle Airport,Atwater,United States of America (the),US
MEV,Minden-Tahoe Airport,Minden,United States of America (the),US
UMZ,Mena Intermountain Municipal Airport,Mena,United States of America (the),US
MFD,Mansfield Lahm Regional Airport,Mansfield,United States of America (the),US
MFE,Mc Allen International Airport,Mc Allen,United States of America (the),US
MFI,Marshfield Municipal Airport,Marshfield,United States of America (the),US
MFR,Rogue Valley International - Medford Airport,Medford,United States of America (the),US
MFV,Accomack County Airport,Melfa,United States of America (the),US
MGC,Michigan City Municipal-Phillips Field,Michigan City,United States of America (the),US
MGE,Dobbins Arb Airport,Marietta,United States of America (the),US
MGJ,Orange County Airport,Montgomery,United States of America (the),US
MGM,Montgomery Regional (Dannelly Field) Airport,Montgomery,United States of America (the),US
MGR,Moultrie Municipal Airport,Moultrie,United States of America (the),US
MGW,Morgantown Municipal/Walter L Bill Hart Field,Morgantown,United States of America (the),US
MGY,Dayton/Wright Brothers Airport,Dayton,United States of America (the),US
MHE,Mitchell Municipal Airport,Mitchell,United States of America (the),US
MHK,Manhattan Regional Airport,Manhattan,United States of America (the),US
MHL,Marshall Memorial Municipal Airport,Marshall,United States of America (the),US
MHR,Sacramento Mather Airport,Sacramento,United States of America (the),US
MHT,Manchester Boston Regional Airport,Manchester,United States of America (the),US
MHV,Mojave Air & Space Port/Rutan Field,Mojave,United States of America (the),US
MIA,Miami International Airport,Miami,United States of America (the),US
MIB,Minot Afb Airport,Minot,United States of America (the),US
MIC,Crystal Airport,Minneapolis,United States of America (the),US
MIE,Delaware County Regional Airport,Muncie,United States of America (the),US
MIO,Miami Regional Airport,Miami,United States of America (the),US
MIT,Shafter-Minter Field,Shafter,United States of America (the),US
MIV,Millville Municipal Airport,Millville,United States of America (the),US
MIW,Marshalltown Municipal Airport,Marshalltown,United States of America (the),US
MJQ,Jackson Municipal Airport,Jackson,United States of America (the),US
MJX,Ocean County Airport,Toms River,United States of America (the),US
MKC,Charles B Wheeler Downtown Airport,Kansas City,United States of America (the),US
MKE,General Mitchell International Airport,Milwaukee,United States of America (the),US
MKG,Muskegon County Airport,Muskegon,United States of America (the),US
MKL,Mc Kellar-Sipes Regional Airport,Jackson,United States of America (the),US
MKO,Muskogee-Davis Regional Airport,Muskogee,United States of America (the),US
MKT,Mankato Regional Airport,Mankato,United States of America (the),US
MRK,Marco Island Executive Airport,Marco Island,United States of America (the),US
MLB,Melbourne Orlando International Airport,Melbourne,United States of America (the),US
MLC,Mc Alester Regional Airport,Mc Alester,United States of America (the),US
MLD,Malad City Airport,Malad City,United States of America (the),US
MIQ,Millard Airport,Omaha,United States of America (the),US
MLF,Milford Municipal/Ben And Judy Briscoe Field,Milford,United States of America (the),US
MLI,Quad Cities International Airport,Moline,United States of America (the),US
MLJ,Baldwin County Regional Airport,Milledgeville,United States of America (the),US
MLS,Frank Wiley Field,Miles City,United States of America (the),US
MLT,Millinocket Municipal Airport,Millinocket,United States of America (the),US
MLU,Monroe Regional Airport,Monroe,United States of America (the),US
MMH,Mammoth Yosemite Airport,Mammoth Lakes,United States of America (the),US
MMI,Mcminn County Airport,Athens,United States of America (the),US
MML,Southwest Minnesota Regional Marshall/Ryan Field,Marshall,United States of America (the),US
MMS,Selfs Airport,Marks,United States of America (the),US
MMT,Mc Entire Jngb Airport,Eastover,United States of America (the),US
MMU,Morristown Municipal Airport,Morristown,United States of America (the),US
MNM,Menominee Regional Airport,Menominee,United States of America (the),US
MNN,Marion Municipal Airport,Marion,United States of America (the),US
MOB,Mobile Regional Airport,Mobile,United States of America (the),US
MOD,Modesto City-County-Harry Sham Field,Modesto,United States of America (the),US
MOP,Mount Pleasant Municipal Airport,Mount Pleasant,United States of America (the),US
MOR,Moore-Murrell Airport,Morristown,United States of America (the),US
MOS,Moses Point Airport,Elim,United States of America (the),US
MOT,Minot International Airport,Minot,United States of America (the),US
MOX,Morris Municipal/Charlie Schmidt Field,Morris,United States of America (the),US
RMY,Mariposa-Yosemite Airport,Mariposa,United States of America (the),US
MPJ,Petit Jean Park Airport,Morrilton,United States of America (the),US
MPO,Pocono Mountains Regional Airport,Mount Pocono,United States of America (the),US
MPR,Mc Pherson Airport,Mc Pherson,United States of America (the),US
MPV,Edward F Knapp State Airport,Barre/Montpelier,United States of America (the),US
MPZ,Mount Pleasant Municipal Airport,Mount Pleasant,United States of America (the),US
MQB,Macomb Municipal Airport,Macomb,United States of America (the),US
MEO,Dare County Regional Airport,Manteo,United States of America (the),US
CTH,Chester County G O Carlson Airport,Coatesville,United States of America (the),US
MQW,Telfair-Wheeler Airport,Mc Rae,United States of America (the),US
MQY,Smyrna Airport,Smyrna,United States of America (the),US
MRB,Eastern Wv Regional/Shepherd Field,Martinsburg,United States of America (the),US
MRC,Maury County Regional Airport,Columbia/Mount Pleasant,United States of America (the),US
MRF,Marfa Municipal Airport,Marfa,United States of America (the),US
MRN,Foothills Regional Airport,Morganton,United States of America (the),US
MRY,Monterey Regional Airport,Monterey,United States of America (the),US
MSL,Northwest Alabama Regional Airport,Muscle Shoals,United States of America (the),US
MSN,Dane County Regional/Truax Field,Madison,United States of America (the),US
MSO,Missoula Montana Airport,Missoula,United States of America (the),US
MSP,Minneapolis-St Paul International/Wold-Chamberlain Airport,Minneapolis,United States of America (the),US
MSS,Massena International-Richards Field,Massena,United States of America (the),US
MSV,Sullivan County International Airport,Monticello,United States of America (the),US
MSY,Louis Armstrong New Orleans International Airport,New Orleans,United States of America (the),US
MTC,Selfridge Angb Airport,Mount Clemens,United States of America (the),US
MTX,Metro Field,Fairbanks,United States of America (the),US
MTH,The Florida Keys Marathon International Airport,Marathon,United States of America (the),US
MTJ,Montrose Regional Airport,Montrose,United States of America (the),US
MTN,Martin State Airport,Baltimore,United States of America (the),US
MTO,Coles County Memorial Airport,Mattoon/Charleston,United States of America (the),US
MTP,Montauk Airport,Montauk,United States of America (the),US
MTW,Manitowoc County Airport,Manitowoc,United States of America (the),US
MUI,Muir Army Air Field (Fort Indiantown Gap) Airport,Fort Indiantown Gap (Annville),United States of America (the),US
MUL,Spence Airport,Moultrie,United States of America (the),US
MUO,Mountain Home Afb Airport,Mountain Home,United States of America (the),US
MUT,Muscatine Municipal Airport,Muscatine,United States of America (the),US
MVC,Monroe County Aeroplex Airport,Monroeville,United States of America (the),US
MVE,Montevideo-Chippewa County Airport,Montevideo,United States of America (the),US
MVL,Morrisville-Stowe State Airport,Morrisville,United States of America (the),US
MVN,Mount Vernon Airport,Mount Vernon,United States of America (the),US
MVY,Martha's Vineyard Airport,Vineyard Haven,United States of America (the),US
MWA,Veterans Airport Of Southern Illinois Airport,Marion,United States of America (the),US
MWC,Lawrence J Timmerman Airport,Milwaukee,United States of America (the),US
MWH,Grant County International Airport,Moses Lake,United States of America (the),US
MWL,Mineral Wells Regional Airport,Mineral Wells,United States of America (the),US
MWM,Windom Municipal Airport,Windom,United States of America (the),US
MWO,Middletown Regional/Hook Field,Middletown,United States of America (the),US
MXA,Manila Municipal Airport,Manila,United States of America (the),US
MXF,Maxwell Afb Airport,Montgomery,United States of America (the),US
MXO,Monticello Regional Airport,Monticello,United States of America (the),US
MYF,Montgomery-Gibbs Executive Airport,San Diego,United States of America (the),US
MYK,May Creek Airport,May Creek,United States of America (the),US
MYL,Mc Call Municipal Airport,Mc Call,United States of America (the),US
MYR,Myrtle Beach International Airport,Myrtle Beach,United States of America (the),US
MYV,Yuba County Airport,Marysville,United States of America (the),US
MZJ,Pinal Airpark,Marana,United States of America (the),US
MZZ,Marion Municipal - Mckinney Field,Marion,United States of America (the),US
CTX,Cortland County/Chase Field,Cortland,United States of America (the),US
SXY,Sidney Municipal Airport,Sidney,United States of America (the),US
ONH,Albert S Nader Regional Airport,Oneonta,United States of America (the),US
NBG,New Orleans Nas Jrb (Alvin Callender Field) Airport,New Orleans,United States of America (the),US
NHX,Barin Nolf Airport,Foley,United States of America (the),US
DGN,Dahlgren Nsf Airport,Dahlgren,United States of America (the),US
NEL,Lakehurst Maxfield Field,Lakehurst,United States of America (the),US
NEN,Whitehouse Nolf Airport,Jacksonville,United States of America (the),US
NEW,Lakefront Airport,New Orleans,United States of America (the),US
NFL,Fallon Nas (Van Voorhis Field) Airport,Fallon,United States of America (the),US
FWH,Fort Worth Nas Jrb (Carswell Field) Airport,Fort Worth,United States of America (the),US
NGP,Corpus Christi Nas (Truax Field) Airport,Corpus Christi,United States of America (the),US
NGU,Norfolk Ns (Chambers Field) Airport,Norfolk,United States of America (the),US
NGW,Cabaniss Field Nolf Airport,Corpus Christi,United States of America (the),US
NHK,Patuxent River Nas (Trapnell Field) Airport,Patuxent River,United States of America (the),US
NIN,Ninilchik Airport,Ninilchik,United States of America (the),US
NIP,Jacksonville Nas (Towers Field) Airport,Jacksonville,United States of America (the),US
NJK,El Centro Naf (Vraciu Field) Airport,El Centro,United States of America (the),US
NKX,Miramar Mcas (Joe Foss Field) Airport,San Diego,United States of America (the),US
NLC,Lemoore Nas (Reeves Field) Airport,Lemoore,United States of America (the),US
NPA,Pensacola Nas (Forrest Sherman Field) Airport,Pensacola,United States of America (the),US
NQA,Millington/Memphis Airport,Millington,United States of America (the),US
NQI,Kingsville Nas Airport,Kingsville,United States of America (the),US
NQX,Key West Nas (Boca Chica Field) Airport,Key West,United States of America (the),US
NRB,Mayport Ns (Adm David L Mcdonald Field) Airport,Mayport,United States of America (the),US
NRS,Imperial Beach Nolf (Ream Field) Airport,Imperial Beach,United States of America (the),US
NSE,Whiting Field Nas North Airport,Milton,United States of America (the),US
NTD,Point Mugu Nas (Naval Base Ventura Co) Airport,Oxnard,United States of America (the),US
NTU,Oceana Nas (Apollo Soucek Field) Airport,Virginia Beach,United States of America (the),US
NUQ,Moffett Federal Airfield,Mountain View,United States of America (the),US
NUW,Whidbey Island Nas (Ault Field) Airport,Oak Harbor,United States of America (the),US
NVD,Nevada Municipal Airport,Nevada,United States of America (the),US
NYG,Quantico Mcaf (Turner Field) Airport,Quantico,United States of America (the),US
YUM,Yuma Mcas/Yuma International Airport,Yuma,United States of America (the),US
NZY,North Island Nas (Halsey Field) Airport,San Diego,United States of America (the),US
NVN,Nervino Airport,Beckwourth,United States of America (the),US
NLN,Kneeland Airport,Eureka,United States of America (the),US
COA,Columbia Airport,Columbia,United States of America (the),US
ODC,Oakdale Airport,Oakdale,United States of America (the),US
EYR,Yerington Municipal Airport,Yerington,United States of America (the),US
BZF,Benton Field,Redding,United States of America (the),US
OAJ,Albert J Ellis Airport,Jacksonville,United States of America (the),US
OAK,Metro Oakland International Airport,Oakland,United States of America (the),US
OAR,Marina Municipal Airport,Marina,United States of America (the),US
OBE,Okeechobee County Airport,Okeechobee,United States of America (the),US
OCF,Ocala International-Jim Taylor Field,Ocala,United States of America (the),US
OCH,Nacogdoches A L Mangham Jr Regional Airport,Nacogdoches,United States of America (the),US
OCW,Washington-Warren Airport,Washington,United States of America (the),US
ODT,Odessa-Schlemeyer Field,Odessa,United States of America (the),US
OEO,L O Simenstad Municipal Airport,Osceola,United States of America (the),US
OFF,Offutt Afb Airport,Omaha,United States of America (the),US
OFK,Norfolk Regional/Karl Stefan Memorial Field,Norfolk,United States of America (the),US
OGA,Searle Field,Ogallala,United States of America (the),US
OGB,Orangeburg Municipal Airport,Orangeburg,United States of America (the),US
OGD,Ogden-Hinckley Airport,Ogden,United States of America (the),US
OGS,Ogdensburg International Airport,Ogdensburg,United States of America (the),US
OIC,Lt Warren Eaton Airport,Norwich,United States of America (the),US
OJC,Johnson County Executive Airport,Olathe,United States of America (the),US
OCN,Bob Maxwell Memorial Airfield,Oceanside,United States of America (the),US
OKC,Will Rogers World Airport,Oklahoma City,United States of America (the),US
ODW,Delaurentis Airport,Oak Harbor,United States of America (the),US
OKK,Kokomo Municipal Airport,Kokomo,United States of America (the),US
OKM,Okmulgee Regional/Paul And Betty Abbott Field,Okmulgee,United States of America (the),US
OKS,Garden County/King Rhiley Field,Oshkosh,United States of America (the),US
WGO,Winchester Regional Airport,Winchester,United States of America (the),US
OLD,Dewitt Field/Old Town Municipal Airport,Old Town,United States of America (the),US
OLE,Cattaraugus County-Olean Airport,Olean,United States of America (the),US
OLF,L M Clayton Airport,Wolf Point,United States of America (the),US
OLM,Olympia Regional Airport,Olympia,United States of America (the),US
OLS,Nogales International Airport,Nogales,United States of America (the),US
OLU,Columbus Municipal Airport,Columbus,United States of America (the),US
OLV,Olive Branch/Taylor Field,Olive Branch,United States of America (the),US
OLY,Olney-Noble Airport,Olney-Noble,United States of America (the),US
OMA,Eppley Airfield,Omaha,United States of America (the),US
OMK,Omak Airport,Omak,United States of America (the),US
ONA,Winona Municipal-Max Conrad Field,Winona,United States of America (the),US
ONL,The O'Neill Municipal-John L Baker Field,O'Neill,United States of America (the),US
ONM,Socorro Municipal Airport,Socorro,United States of America (the),US
ONO,Ontario Municipal Airport,Ontario,United States of America (the),US
ONP,Newport Municipal Airport,Newport,United States of America (the),US
ONT,Ontario International Airport,Ontario,United States of America (the),US
ONY,Olney Municipal Airport,Olney,United States of America (the),US
OOA,Oskaloosa Municipal Airport,Oskaloosa,United States of America (the),US
OPF,Miami-Opa Locka Executive Airport,Miami,United States of America (the),US
OPL,St Landry Parish Airport,Opelousas,United States of America (the),US
NCO,Quonset State Airport,North Kingstown,United States of America (the),US
ORD,Chicago O'Hare International Airport,Chicago,United States of America (the),US
ORF,Norfolk International Airport,Norfolk,United States of America (the),US
ORH,Worcester Regional Airport,Worcester,United States of America (the),US
ORI,Port Lions Airport,Port Lions,United States of America (the),US
ORL,Executive Airport,Orlando,United States of America (the),US
ESD,Orcas Island Airport,Eastsound,United States of America (the),US
MPS,Mount Pleasant Regional Airport,Mount Pleasant,United States of America (the),US
OSC,Oscoda/Wurtsmith Airport,Oscoda,United States of America (the),US
OSH,Wittman Regional Airport,Oshkosh,United States of America (the),US
OSU,Ohio State University Airport,Columbus,United States of America (the),US
OSX,Kosciusko-Attala County Airport,Kosciusko,United States of America (the),US
OTG,Worthington Municipal Airport,Worthington,United States of America (the),US
OTH,Southwest Oregon Regional Airport,North Bend,United States of America (the),US
OTM,Ottumwa Regional Airport,Ottumwa,United States of America (the),US
OUN,University Of Oklahoma Westheimer Airport,Norman,United States of America (the),US
OVE,Oroville Municipal Airport,Oroville,United States of America (the),US
OWA,Owatonna Degner Regional Airport,Owatonna,United States of America (the),US
OWB,Owensboro/Daviess County Regional Airport,Owensboro,United States of America (the),US
OWD,Norwood Memorial Airport,Norwood,United States of America (the),US
OWK,Central Maine/Norridgewock Airport,Norridgewock,United States of America (the),US
OCE,Ocean City Municipal Airport,Ocean City,United States of America (the),US
OXC,Waterbury-Oxford Airport,Oxford,United States of America (the),US
OXD,Miami University Airport,Oxford,United States of America (the),US
OXR,Oxnard Airport,Oxnard,United States of America (the),US
STQ,St Marys Municipal Airport,St Marys,United States of America (the),US
OZA,Ozona Municipal Airport,Ozona,United States of America (the),US
OZR,Cairns Army Air Field (Fort Novosel) Airport,Fort Novosel (Ozark),United States of America (the),US
BSQ,Bisbee Municipal Airport,Bisbee,United States of America (the),US
PXL,Polacca Airport,Polacca,United States of America (the),US
GLB,San Carlos Apache Airport,Globe,United States of America (the),US
HBK,Holbrook Municipal Airport,Holbrook,United States of America (the),US
CWX,Cochise County Airport,Willcox,United States of America (the),US
CTW,Cottonwood Airport,Cottonwood,United States of America (the),US
PAE,Seattle Paine Field International Airport,Everett,United States of America (the),US
PAH,Barkley Regional Airport,Paducah,United States of America (the),US
PAM,Tyndall Afb Airport,Panama City,United States of America (the),US
PJB,Payson Airport,Payson,United States of America (the),US
PAO,Palo Alto Airport,Palo Alto,United States of America (the),US
PBF,Pinebluff Regional/Grider Field,Pine Bluff,United States of America (the),US
PBG,Plattsburgh International Airport,Plattsburgh,United States of America (the),US
PBI,Palm Beach International Airport,West Palm Beach,United States of America (the),US
PVL,Pike County/Hatcher Field,Pikeville,United States of America (the),US
PCD,Prairie Du Chien Municipal Airport,Prairie Du Chien,United States of America (the),US
PDK,Dekalb-Peachtree Airport,Atlanta,United States of America (the),US
PDT,Eastern Oregon Regional At Pendleton Airport,Pendleton,United States of America (the),US
PDX,Portland International Airport,Portland,United States of America (the),US
PEQ,Pecos Municipal Airport,Pecos,United States of America (the),US
PFC,Pacific City State Airport,Pacific City,United States of America (the),US
PGA,Page Municipal Airport,Page,United States of America (the),US
PGD,Punta Gorda Airport,Punta Gorda,United States of America (the),US
PGM,Port Graham Airport,Port Graham,United States of America (the),US
PGR,Kirk Field,Paragould,United States of America (the),US
PGV,Pitt-Greenville Airport,Greenville,United States of America (the),US
PHD,Harry Clever Field,New Philadelphia,United States of America (the),US
PHF,Newport News/Williamsburg International Airport,Newport News,United States of America (the),US
ADR,Robert F Swinnie Airport,Andrews,United States of America (the),US
PHK,Palm Beach County Glades Airport,Pahokee,United States of America (the),US
PHL,Philadelphia International Airport,Philadelphia,United States of America (the),US
PHN,St Clair County International Airport,Port Huron,United States of America (the),US
PHP,Philip Airport,Philip,United States of America (the),US
PHT,Henry County Airport,Paris,United States of America (the),US
PHX,Phoenix Sky Harbor International Airport,Phoenix,United States of America (the),US
PIA,General Downing - Peoria International Airport,Peoria,United States of America (the),US
PIB,Hattiesburg/Laurel Regional Airport,Hattiesburg-Laurel,United States of America (the),US
PIE,St Pete-Clearwater International Airport,St Petersburg-Clearwater,United States of America (the),US
PIH,Pocatello Regional Airport,Pocatello,United States of America (the),US
PIM,Harris County Airport,Pine Mountain,United States of America (the),US
PIR,Pierre Regional Airport,Pierre,United States of America (the),US
PIT,Pittsburgh International Airport,Pittsburgh,United States of America (the),US
PKB,Mid-Ohio Valley Regional Airport,Parkersburg,United States of America (the),US
PKD,Park Rapids Municipal/Konshok Field,Park Rapids,United States of America (the),US
PKF,Park Falls Municipal Airport,Park Falls,United States of America (the),US
PLK,M Graham Clark Downtown Airport,Branson,United States of America (the),US
PLN,Pellston Regional/Emmet County Airport,Pellston,United States of America (the),US
PLR,St Clair County Airport,Pell City,United States of America (the),US
PMB,Pembina Municipal Airport,Pembina,United States of America (the),US
PMD,Palmdale Usaf Plant 42 Airport,Palmdale,United States of America (the),US
PMH,Greater Portsmouth Regional Airport,Portsmouth,United States of America (the),US
PPM,Pompano Beach Airpark,Pompano Beach,United States of America (the),US
PWY,Ralph Wenz Field,Pinedale,United States of America (the),US
PNC,Ponca City Regional Airport,Ponca City,United States of America (the),US
PNE,Northeast Philadelphia Airport,Philadelphia,United States of America (the),US
PNN,Princeton Municipal Airport,Princeton,United States of America (the),US
PNS,Pensacola International Airport,Pensacola,United States of America (the),US
POB,Pope Army Air Field,Fayetteville,United States of America (the),US
POC,Brackett Field,La Verne,United States of America (the),US
POE,Maks Army Air Field,Fort Polk,United States of America (the),US
POF,Poplar Bluff Regional Business Airport,Poplar Bluff,United States of America (the),US
POH,Pocahontas Municipal Airport,Pocahontas,United States of America (the),US
POU,Hudson Valley Regional Airport,Poughkeepsie,United States of America (the),US
POY,Powell Municipal Airport,Powell,United States of America (the),US
PPA,Perry Lefors Field,Pampa,United States of America (the),US
PPF,Tri-City Airport,Parsons,United States of America (the),US
LPO,La Porte Municipal Airport,La Porte,United States of America (the),US
PQI,Presque Isle International Airport,Presque Isle,United States of America (the),US
PGL,Trent Lott International Airport,Pascagoula,United States of America (the),US
PRB,Paso Robles Municipal Airport,Paso Robles,United States of America (the),US
PRC,Prescott Regional - Ernest A Love Field,Prescott,United States of America (the),US
PRO,Perry Municipal Airport,Perry,United States of America (the),US
PRX,Cox Field,Paris,United States of America (the),US
PSB,Mid-State Airport,Philipsburg,United States of America (the),US
PSC,Tri-Cities Airport,Pasco,United States of America (the),US
PSF,Pittsfield Municipal Airport,Pittsfield,United States of America (the),US
PSK,New River Valley Airport,Dublin,United States of America (the),US
PSM,Portsmouth International At Pease Airport,Portsmouth,United States of America (the),US
PSN,Palestine Municipal Airport,Palestine,United States of America (the),US
PGO,Stevens Field,Pagosa Springs,United States of America (the),US
PSP,Palm Springs International Airport,Palm Springs,United States of America (the),US
PSX,Palacios Municipal Airport,Palacios,United States of America (the),US
PTB,Tri Cities Executive/Dinwiddie County Airport,Petersburg,United States of America (the),US
PTK,Oakland County International Airport,Pontiac,United States of America (the),US
PTN,Harry P Williams Memorial Airport,Patterson,United States of America (the),US
PTS,Atkinson Municipal Airport,Pittsburg,United States of America (the),US
PTT,Pratt Regional Airport,Pratt,United States of America (the),US
PTV,Porterville Municipal Airport,Porterville,United States of America (the),US
PTW,Heritage Field,Pottstown,United States of America (the),US
PUB,Pueblo Memorial Airport,Pueblo,United States of America (the),US
PUC,Carbon County Regional/Buck Davis Field,Price,United States of America (the),US
PUW,Pullman/Moscow Regional Airport,Pullman/Moscow,United States of America (the),US
PVC,Provincetown Municipal Airport,Provincetown,United States of America (the),US
PVD,Rhode Island Tf Green International Airport,Providence,United States of America (the),US
PVF,Placerville Airport,Placerville,United States of America (the),US
PVU,Provo Municipal Airport,Provo,United States of America (the),US
PVW,Hale County Airport,Plainview,United States of America (the),US
PWA,Wiley Post Airport,Oklahoma City,United States of America (the),US
PWD,Sher-Wood Airport,Plentywood,United States of America (the),US
PWK,Chicago Executive Airport,Chicago/Prospect Heights/Wheeling,United States of America (the),US
PWM,Portland International Jetport Airport,Portland,United States of America (the),US
PWT,Bremerton Ntl Airport,Bremerton,United States of America (the),US
PYM,Plymouth Municipal Airport,Plymouth,United States of America (the),US
RAC,Batten International Airport,Racine,United States of America (the),US
RAL,Riverside Municipal Airport,Riverside,United States of America (the),US
RAP,Rapid City Regional Airport,Rapid City,United States of America (the),US
RBD,Dallas Executive Airport,Dallas,United States of America (the),US
RBG,Roseburg Regional Airport,Roseburg,United States of America (the),US
RBL,Red Bluff Municipal Airport,Red Bluff,United States of America (the),US
RBW,Lowcountry Regional Airport,Walterboro,United States of America (the),US
RCA,Ellsworth Afb Airport,Rapid City,United States of America (the),US
RCK,H H Coffield Regional Airport,Rockdale,United States of America (the),US
RCR,Fulton County Airport,Rochester,United States of America (the),US
RCT,Nartron Field,Reed City,United States of America (the),US
RDD,Redding Regional Airport,Redding,United States of America (the),US
RDG,Reading Regional/Carl A Spaatz Field,Reading,United States of America (the),US
RDM,Roberts Field,Redmond,United States of America (the),US
RDR,Grand Forks Afb Airport,Grand Forks,United States of America (the),US
RDU,Raleigh-Durham International Airport,Raleigh/Durham,United States of America (the),US
RDV,Red Devil Airport,Red Devil,United States of America (the),US
REO,Rome State Airport,Rome,United States of America (the),US
RFD,Chicago/Rockford International Airport,Chicago/Rockford,United States of America (the),US
RFG,Rooke Field,Refugio,United States of America (the),US
RHI,Rhinelander/Oneida County Airport,Rhinelander,United States of America (the),US
RHV,Reid-Hillview Of Santa Clara County Airport,San Jose,United States of America (the),US
RIC,Richmond International Airport,Richmond,United States of America (the),US
RID,Richmond Municipal Airport,Richmond,United States of America (the),US
RIF,Richfield Municipal Airport,Richfield,United States of America (the),US
RIL,Rifle Garfield County Airport,Rifle,United States of America (the),US
RIR,Flabob Airport,Riverside/Rubidoux/,United States of America (the),US
RIV,March Arb Airport,Riverside,United States of America (the),US
RIW,Central Wyoming Regional Airport,Riverton,United States of America (the),US
RKD,Knox County Regional Airport,Rockland,United States of America (the),US
RKP,Aransas County Airport,Rockport,United States of America (the),US
RKR,Robert S Kerr Airport,Poteau,United States of America (the),US
RKS,Southwest Wyoming Regional Airport,Rock Springs,United States of America (the),US
RKW,Rockwood Municipal Airport,Rockwood,United States of America (the),US
RLD,Richland Airport,Richland,United States of America (the),US
RME,Griffiss International Airport,Rome,United States of America (the),US
RMG,Richard B Russell Regional - J H Towers Field,Rome,United States of America (the),US
RNC,Warren County Memorial Airport,Mc Minnville,United States of America (the),US
RND,Randolph Afb Airport,Universal City,United States of America (the),US
RNH,New Richmond Regional Airport,New Richmond,United States of America (the),US
RNO,Reno/Tahoe International Airport,Reno,United States of America (the),US
RNT,Renton Municipal Airport,Renton,United States of America (the),US
ROA,Roanoke/Blacksburg Regional (Woodrum Field) Airport,Roanoke,United States of America (the),US
ROC,Frederick Douglass/Greater Rochester International Airport,Rochester,United States of America (the),US
ROG,Rogers Executive - Carter Field,Rogers,United States of America (the),US
ROW,Roswell Air Center Airport,Roswell,United States of America (the),US
ROX,Roseau Municipal/Rudy Billberg Field,Roseau,United States of America (the),US
RIE,Rice Lake Regional/Carl's Field,Rice Lake,United States of America (the),US
RPX,Roundup Airport,Roundup,United States of America (the),US
WBR,Roben-Hood Airport,Big Rapids,United States of America (the),US
RRL,Merrill Municipal Airport,Merrill,United States of America (the),US
RRT,Warroad International Memorial Airport,Warroad,United States of America (the),US
RSL,Russell Municipal Airport,Russell,United States of America (the),US
RSN,Ruston Regional Airport,Ruston,United States of America (the),US
RST,Rochester International Airport,Rochester,United States of America (the),US
RSW,Southwest Florida International Airport,Fort Myers,United States of America (the),US
RTN,Raton Municipal/Crews Field,Raton,United States of America (the),US
SRW,Mid-Carolina Regional Airport,Salisbury,United States of America (the),US
RUT,Rutland/Southern Vermont Regional Airport,Rutland,United States of America (the),US
RED,Mifflin County Airport,Reedsville,United States of America (the),US
RVS,Tulsa Riverside Airport,Tulsa,United States of America (the),US
RWF,Redwood Falls Municipal Airport,Redwood Falls,United States of America (the),US
RWI,Rocky Mount/Wilson Regional Airport,Rocky Mount,United States of America (the),US
RWL,Rawlins Municipal/Harvey Field,Rawlins,United States of America (the),US
RXE,Rexburg-Madison County Airport,Rexburg,United States of America (the),US
RNZ,Jasper County Airport,Rensselaer,United States of America (the),US
AHM,Ashland Municipal/Sumner Parker Field,Ashland,United States of America (the),US
BDY,Bandon State Airport,Bandon,United States of America (the),US
SUO,Sunriver Airport,Sunriver,United States of America (the),US
LPS,Lopez Island Airport,Lopez,United States of America (the),US
MDJ,Madras Municipal Airport,Madras,United States of America (the),US
PRZ,Prineville Airport,Prineville,United States of America (the),US
SAA,Shively Field,Saratoga,United States of America (the),US
SAC,Sacramento Executive Airport,Sacramento,United States of America (the),US
SAD,Safford Regional Airport,Safford,United States of America (the),US
SAF,Santa Fe Regional Airport,Santa Fe,United States of America (the),US
SAN,San Diego International Airport,San Diego,United States of America (the),US
SAR,Sparta Community-Hunter Field,Sparta,United States of America (the),US
SAS,Salton Sea Airport,Salton City,United States of America (the),US
SAT,San Antonio International Airport,San Antonio,United States of America (the),US
SAV,Savannah/Hilton Head International Airport,Savannah,United States of America (the),US
MQT,Marquette/Sawyer Regional Airport,Marquette,United States of America (the),US
SBA,Santa Barbara Municipal Airport,Santa Barbara,United States of America (the),US
SBD,San Bernardino International Airport,San Bernardino,United States of America (the),US
SBM,Sheboygan County Memorial Airport,Sheboygan,United States of America (the),US
SBN,South Bend International Airport,South Bend,United States of America (the),US
SBP,San Luis Obispo County Regional Airport,San Luis Obispo,United States of America (the),US
SBS,Steamboat Springs/Bob Adams Field,Steamboat Springs,United States of America (the),US
SBX,Shelby Airport,Shelby,United States of America (the),US
SBY,Salisbury-Ocean City Wicomico Regional Airport,Salisbury,United States of America (the),US
SCB,Scribner State Airport,Scribner,United States of America (the),US
SCH,Schenectady County Airport,Schenectady,United States of America (the),US
SCK,Stockton Metro Airport,Stockton,United States of America (the),US
