IATA,Name,City,Country_y,Alpha-2 code
ACD,Alcides Fernandez Airport,Acandi,Colombia,CO
HAY,Aguachica Airport,Aguachica,Colombia,CO
AFI,Amalfi Airport,Amalfi,Colombia,CO
API,Gomez Nino Apiay Air Base,Apiay,Colombia,CO
AXM,El Eden Airport,Armenia,Colombia,CO
PUU,Tres De Mayo Airport,Puerto Asis,Colombia,CO
ELB,Las Flores Airport,El Banco,Colombia,CO
BGA,Palonegro Airport,Bucaramanga,Colombia,CO
BOG,El Dorado International Airport,Bogota,Colombia,CO
BAQ,Ernesto Cortissoz International Airport,Barranquilla,Colombia,CO
BSC,Jose Celestino Mutis Airport,Bahia Solano,Colombia,CO
BUN,Gerardo Tobar Lopez Airport,Buenaventura,Colombia,CO
CPB,Capurgana Airport,Capurgana,Colombia,CO
CUC,Camilo Daza International Airport,Cucuta,Colombia,CO
COG,Mandinga Airport,Condoto,Colombia,CO
CTG,Rafael Nunez International Airport,Cartagena,Colombia,CO
CCO,Carimagua Airport,Puerto Lopez,Colombia,CO
CLO,Alfonso Bonilla Aragon International Airport,Cali,Colombia,CO
CIM,Cimitarra Airport,Cimitarra,Colombia,CO
RAV,Cravo Norte Airport,Cravo Norte,Colombia,CO
TCO,La Florida Airport,Tumaco,Colombia,CO
BHF,Cupica Airport,Bahia Solano,Colombia,CO
CUO,Caruru Airport,Caruru,Colombia,CO
CAQ,Juan H White Airport,Caucasia,Colombia,CO
CVE,Covenas Airport,Covenas,Colombia,CO
CZU,Las Brujas Airport,Corozal,Colombia,CO
EBG,El Bagre Airport,El Bagre,Colombia,CO
EJA,Yariguies Airport,Barrancabermeja,Colombia,CO
FLA,Gustavo Artunduaga Paredes Airport,Florencia,Colombia,CO
FDA,Fundacion Airport,Fundacion,Colombia,CO
GIR,Santiago Vila Airport,Girardot,Colombia,CO
CRC,Santa Ana Airport,Cartago,Colombia,CO
GPI,Juan Casiano Airport,Guapi,Colombia,CO
GLJ,Garzon La Jagua Airport,Garzon,Colombia,CO
CPL,Chaparral Airport,Chaparral,Colombia,CO
HTZ,Hato Corozal Airport,Hato Corozal,Colombia,CO
IBE,Perales Airport,Ibague,Colombia,CO
IGO,Chigorodo Airport,Chigorodo,Colombia,CO
IPI,San Luis Airport,Ipiales,Colombia,CO
APO,Antonio Roldan Betancourt Airport,Carepa,Colombia,CO
LQM,Caucaya Airport,Puerto Leguizamo,Colombia,CO
MCJ,Jorge Isaac Airport,La Mina-Maicao,Colombia,CO
LPD,La Pedrera Airport,La Pedrera,Colombia,CO
LET,Alfredo Vasquez Cobo International Airport,Leticia,Colombia,CO
EOH,Enrique Olaya Herrera Airport,Medellin,Colombia,CO
MFS,Miraflores Airport,Miraflores,Colombia,CO
MGN,Baracoa Airport,Magangue,Colombia,CO
MTB,Montelibano Airport,Montelibano,Colombia,CO
MMP,San Bernardo Airport,Mompos,Colombia,CO
MTR,Los Garzones Airport,Monteria,Colombia,CO
MVP,Fabio Alberto Leon Bentley Airport,Mitu,Colombia,CO
MZL,La Nubia Airport,Manizales,Colombia,CO
NCI,Necocli Airport,Necocli,Colombia,CO
NQU,Reyes Murillo Airport,Nuqui,Colombia,CO
NVA,Benito Salas Airport,Neiva,Colombia,CO
OCV,Aguas Claras Airport,Ocana,Colombia,CO
ORC,Orocue Airport,Orocue,Colombia,CO
OTU,Otu Airport,El Rhin,Colombia,CO
RON,Juan Jose Rondon Airport,Paipa,Colombia,CO
PCR,German Olano Airport,Puerto Carreno,Colombia,CO
PDA,Obando Airport,Puerto Inirida,Colombia,CO
PEI,Matecana International Airport,Pereira,Colombia,CO
PTX,Pitalito Airport,Pitalito,Colombia,CO
PLT,Plato Airport,Plato,Colombia,CO
NAR,Puerto Nare Airport,Armenia,Colombia,CO
PPN,Guillermo Leon Valencia Airport,Popayan,Colombia,CO
PQE,German Olano Air Base,La Dorada,Colombia,CO
PBE,Puerto Berrio Airport,Puerto Berrio,Colombia,CO
PSO,Antonio Narino Airport,Pasto,Colombia,CO
PVA,El Embrujo Airport,Providencia,Colombia,CO
PZA,Paz De Ariporo Airport,Paz De Ariporo,Colombia,CO
MQU,Jose Celestino Mutis Airport,Mariquita,Colombia,CO
MDE,Jose Maria Cordova International Airport,Rionegro,Colombia,CO
RCH,Almirante Padilla Airport,Riohacha,Colombia,CO
RVE,Los Colonizadores Airport,Saravena,Colombia,CO
LPZ,San Gil Airport,San Gil,Colombia,CO
SJE,Jorge E. Gonzalez Torres Airport,San Jose Del Guaviare,Colombia,CO
SMR,Simon Bolivar International Airport,Santa Marta,Colombia,CO
SOX,Alberto Lleras Camargo Airport,Sogamoso,Colombia,CO
ADZ,Gustavo Rojas Pinilla International Airport,San Andres,Colombia,CO
SVI,Eduardo Falla Solano Airport,San Vicente Del Caguan,Colombia,CO
TAU,Tauramena Airport,Tauramena,Colombia,CO
TIB,Tibu Airport,Tibu,Colombia,CO
TDA,Trinidad Airport,Trinidad,Colombia,CO
TLU,Tolu Airport,Tolu,Colombia,CO
TME,Gustavo Vargas Airport,Tame,Colombia,CO
TQS,Tres Esquinas Air Base,Tres Esquinas,Colombia,CO
TRB,Gonzalo Mejia Airport,Turbo,Colombia,CO
AUC,Santiago Perez Airport,Arauca,Colombia,CO
UIB,El Carano Airport,Quibdo,Colombia,CO
ULQ,Farfan Airport,Tulua,Colombia,CO
URR,Urrao Airport,Urrao,Colombia,CO
VGZ,Villagarzon Airport,Villagarzon,Colombia,CO
PYA,Velasquez Airport,Velasquez,Colombia,CO
VUP,Alfonso Lopez Pumarejo Airport,Valledupar,Colombia,CO
VVC,Vanguardia Airport,Villavicencio,Colombia,CO
AYG,Yaguara Airport,San Vicente Del Caguan,Colombia,CO
EYP,El Yopal Airport,El Yopal,Colombia,CO
MHW,Monteagudo Airport,El Banado,Bolivia (Plurinational State of),BO
SRE,Alcantarí International Airport,Yamparáez (Sucre),Bolivia (Plurinational State of),BO
APB,Apolo Airport,Apolo,Bolivia (Plurinational State of),BO
ASC,Ascencion De Guarayos Airport,Ascension de Guarayos,Bolivia (Plurinational State of),BO
BVL,Baures Airport,Baures,Bolivia (Plurinational State of),BO
BJO,Bermejo Airport,Bermejo,Bolivia (Plurinational State of),BO
CAM,Camiri Airport,Camiri,Bolivia (Plurinational State of),BO
CBB,Jorge Wilsterman International Airport,Cochabamba,Bolivia (Plurinational State of),BO
CIJ,Capitan Anibal Arab Airport,Cobija,Bolivia (Plurinational State of),BO
CEP,Concepcion Airport,Concepcion,Bolivia (Plurinational State of),BO
SRZ,El Trompillo Airport,Santa Cruz,Bolivia (Plurinational State of),BO
GYA,Capitan de Av. Emilio Beltran Airport,Guayaramerin,Bolivia (Plurinational State of),BO
BVK,Huacaraje Airport,Itenes,Bolivia (Plurinational State of),BO
SJS,San Jose De Chiquitos Airport,San Jose de Chiquitos,Bolivia (Plurinational State of),BO
SJB,San Joaquin Airport,San Joaquin,Bolivia (Plurinational State of),BO
SJV,San Javier Airport,San Javier,Bolivia (Plurinational State of),BO
LPB,El Alto International Airport,La Paz / El Alto,Bolivia (Plurinational State of),BO
MGD,Magdalena Airport,Magdalena,Bolivia (Plurinational State of),BO
ORU,Juan Mendoza Airport,Oruro,Bolivia (Plurinational State of),BO
POI,Capitan Nicolas Rojas Airport,Potosi,Bolivia (Plurinational State of),BO
PUR,Puerto Rico Airport,Puerto Rico/Manuripi,Bolivia (Plurinational State of),BO
PSZ,Capitan Av. Salvador Ogaya G. airport,Puerto Suarez,Bolivia (Plurinational State of),BO
SRD,San Ramon Airport,San Ramon / Mamore,Bolivia (Plurinational State of),BO
RBO,Robore Airport,Robore,Bolivia (Plurinational State of),BO
RIB,Capitan Av. Selin Zeitun Lopez Airport,Riberalta,Bolivia (Plurinational State of),BO
RBQ,Rurenabaque Airport,Rurenabaque,Bolivia (Plurinational State of),BO
REY,Reyes Airport,Reyes,Bolivia (Plurinational State of),BO
SBL,Santa Ana Del Yacuma Airport,Santa Ana del Yacuma,Bolivia (Plurinational State of),BO
SRJ,Capitan Av. German Quiroga G. Airport,San Borja,Bolivia (Plurinational State of),BO
SNG,Capitan Av. Juan Cochamanidis S. Airport,San Ignacio de Velasco,Bolivia (Plurinational State of),BO
SNM,San Ignacio de Moxos Airport,San Ignacio de Moxos,Bolivia (Plurinational State of),BO
SRB,Santa Rosa De Yacuma Airport,Santa Rosa,Bolivia (Plurinational State of),BO
MQK,San Matias Airport,San Matias,Bolivia (Plurinational State of),BO
TJA,Capitan Oriel Lea Plaza Airport,Tarija,Bolivia (Plurinational State of),BO
TDD,Teniente Av. Jorge Henrich Arauz Airport,Trinidad,Bolivia (Plurinational State of),BO
UYU,Uyuni Airport,Quijarro,Bolivia (Plurinational State of),BO
VAH,Capitan Av. Vidal Villagomez Toledo Airport,Vallegrande,Bolivia (Plurinational State of),BO
VLM,Teniente Coronel Rafael Pabon Airport,Villamontes,Bolivia (Plurinational State of),BO
VVI,Viru Viru International Airport,Santa Cruz,Bolivia (Plurinational State of),BO
BYC,Yacuiba Airport,Yacuiba,Bolivia (Plurinational State of),BO
BTO,Botopasi Airport,Botopasi,Suriname,SR
AAJ,Cayana Airstrip,Awaradam,Suriname,SR
TOT,Totness Airport,Totness,Suriname,SR
DRJ,Drietabbetje Airport,Drietabbetje,Suriname,SR
DOE,Djumu-Djomoe Airport,Djumu-Djomoe,Suriname,SR
LDO,Ladouanie Airport,Aurora,Suriname,SR
EAX,Eduard Alexander Gummels International Airport,Paramaribo,Suriname,SR
PBM,Johan Adolf Pengel International Airport,Zandery,Suriname,SR
MOJ,Moengo Airstrip,Moengo,Suriname,SR
ICK,Nieuw Nickerie Airport,Nieuw Nickerie,Suriname,SR
OEM,Vincent Fayks Airport,Paloemeu,Suriname,SR
SMZ,Stoelmanseiland Airport,Stoelmanseiland,Suriname,SR
KCB,Tepoe Airstrip,Kasikasima,Suriname,SR
AGI,Wageningen Airport Airport,Wageningen Airport,Suriname,SR
WSO,Washabo Airport,Washabo,Suriname,SR
ORG,Zorg en Hoop Airport,Paramaribo,Suriname,SR
JAW,Araripina Airport,Araripina,Brazil,BR
APY,Alto Parnaiba Airport,Alto Parnaiba,Brazil,BR
APQ,Arapiraca Airport,Arapiraca,Brazil,BR
AMJ,Cirilo Queiroz Airport,Almenara,Brazil,BR
BDC,Barra do Corda Airport,Barra Do Corda,Brazil,BR
BVM,Belmonte Airport,Belmonte,Brazil,BR
BRA,Barreiras Airport,Barreiras,Brazil,BR
BSS,Balsas Airport,Balsas,Brazil,BR
BMS,Socrates Mariani Bittencourt Airport,Brumado,Brazil,BR
BQQ,Barra Airport,Barra,Brazil,BR
MXQ,Lorenzo Airport,Cairu,Brazil,BR
CTP,Carutapera Airport,Carutapera,Brazil,BR
CPU,Cururupu Airport,Cururupu,Brazil,BR
QCH,Colatina Airport,Colatina,Brazil,BR
RDC,Redencao Airport,Redencao,Brazil,BR
LEP,Leopoldina Airport,Leopoldina,Brazil,BR
DTI,Diamantina Airport,Diamantina,Brazil,BR
DIQ,Divinopolis Airport,Divinopolis,Brazil,BR
CNV,Canavieiras Airport,Canavieiras,Brazil,BR
SXX,Sao Felix do Xingu Airport,Sao Felix Do Xingu,Brazil,BR
GUZ,Guarapari Airport,Guarapari,Brazil,BR
GDP,Guadalupe Airport,Guadalupe,Brazil,BR
GNM,Guanambi Airport,Guanambi,Brazil,BR
GMS,Fazenda Canada Airport,Uberlandia,Brazil,BR
QGP,Garanhuns Airport,Garanhuns,Brazil,BR
IRE,Irece Airport,Irece,Brazil,BR
QIG,Iguatu Airport,Iguatu,Brazil,BR
QIT,Itapetinga Airport,Itapetinga,Brazil,BR
IPU,Ipiau Airport,Ipiau,Brazil,BR
JCM,Jacobina Airport,Jacobina,Brazil,BR
FEC,Joao Durval Carneiro Airport,Feira De Santana,Brazil,BR
JEQ,Jequie Airport,Jequie,Brazil,BR
JNA,Januaria Airport,Januaria,Brazil,BR
JDR,Prefeito Octavio de Almeida Neves Airport,Sao Joao Del Rei,Brazil,BR
CMP,Santana do Araguaia Airport,Santana Do Araguaia,Brazil,BR
QDF,Conselheiro Lafaiete Airport,Conselheiro Lafaiete,Brazil,BR
CDI,Cachoeiro do Itapemirim Airport,Cachoeiro Do Itapemirim,Brazil,BR
QCP,Currais Novos Airport,Currais Novos,Brazil,BR
SSO,Sao Lourenco Airport,Sao Lourenco,Brazil,BR
MTE,Monte Alegre Airport,Monte Alegre,Brazil,BR
MVS,Mucuri Airport,Mucuri,Brazil,BR
SBJ,Sao Mateus Airport,Sao Mateus,Brazil,BR
PTQ,Porto de Moz Airport,Porto De Moz,Brazil,BR
NNU,Nanuque Airport,Nanuque,Brazil,BR
QBX,Sobral Airport,Sobral,Brazil,BR
PSW,Municipal Jose Figueiredo Airport,Passos,Brazil,BR
FEJ,Feijó Airport,Feijó,Brazil,BR
ORX,Oriximina Airport,Oriximina,Brazil,BR
PCS,Picos Airport,Picos,Brazil,BR
POJ,Patos de Minas Airport,Patos De Minas,Brazil,BR
PIV,Pirapora Airport,Pirapora,Brazil,BR
FLB,Cangapara Airport,Floriano,Brazil,BR
PDF,Prado Airport,Prado,Brazil,BR
CAU,Caruaru Airport,Caruaru,Brazil,BR
OPP,Salinopolis Airport,Salinopolis,Brazil,BR
SFK,Soure Airport,Soure,Brazil,BR
TXF,Teixeira de Freitas Airport,Teixeira De Freitas,Brazil,BR
OBI,Obidos Airport,Obidos,Brazil,BR
TFL,Juscelino Kubitscheck Airport,Teofilo Otoni,Brazil,BR
VAL,Valenca Airport,Valenca,Brazil,BR
QID,Melio Viana Airport,Tres Coracoes,Brazil,BR
BVS,Breves Airport,Breves,Brazil,BR
CMC,Camocim Airport,Camocim,Brazil,BR
QXC,Fazenda Sao Braz Airport,Barra De Santo Antonio,Brazil,BR
GGF,Almeirim Airport,Almeirim,Brazil,BR
PHI,Pinheiro Airport,Pinheiro,Brazil,BR
ITI,Agropecuaria Castanhais Airport,Cumaru Do Norte,Brazil,BR
PPY,Pouso Alegre Airport,Pouso Alegre,Brazil,BR
ITE,Itubera Airport,Itubera,Brazil,BR
CAY,Cayenne-Rochambeau Airport,Cayenne / Rochambeau,French Guiana,GF
GSI,Grand-Santi Airport,Grand-Santi,French Guiana,GF
MPY,Maripasoula Airport,Maripasoula,French Guiana,GF
OXP,Saint-Georges-de-l'Oyapock Airport,Saint-Georges-de-l'Oyapock Airport,French Guiana,GF
LDX,Saint-Laurent-du-Maroni Airport,Saint-Laurent-du-Maroni,French Guiana,GF
REI,Regina Airport,Regina,French Guiana,GF
XAU,Saul Airport,Saul,French Guiana,GF
APE,San Juan Aposento Airport,San Juan Aposento,Peru,PE
ALD,Alerta Airport,Fortaleza,Peru,PE
AOP,Alferez FAP Alfredo Vladimir Sara Bauer Airport,Andoas,Peru,PE
AYX,Teniente General Gerardo Perez Pinedo Airport,Atalaya,Peru,PE
MBP,Moyobamba Airport,Moyobamba,Peru,PE
BLP,Huallaga Airport,Bellavista,Peru,PE
IBP,Iberia Airport,Iberia,Peru,PE
PCL,Cap FAP David Abenzur Rengifo International Airport,Pucallpa,Peru,PE
TDP,Trompeteros Airport,Corrientes,Peru,PE
CHM,Teniente FAP Jaime A De Montreuil Morales Airport,Chimbote,Peru,PE
CGL,Chagual Airport,Chagual,Peru,PE
TGI,Tingo Maria Airport,Tingo Maria,Peru,PE
CIX,Capitan FAP Jose A Quinones Gonzales International Airport,Chiclayo,Peru,PE
AYP,Coronel FAP Alfredo Mendivil Duarte Airport,Ayacucho,Peru,PE
ANS,Andahuaylas Airport,Andahuaylas,Peru,PE
ATA,Comandante FAP German Arias Graziani Airport,Anta,Peru,PE
UMI,Quince Air Base,Quince Mil,Peru,PE
PYZ,Pias Airport,Pataz,Peru,PE
UCZ,Uchiza Airport,Uchiza,Peru,PE
RIJ,Juan Simons Vela Airport,Rioja,Peru,PE
LIM,Jorge Chavez International Airport,Lima,Peru,PE
JAE,Shumba Airport,Jaen,Peru,PE
JJI,Juanjui Airport,Juanjui,Peru,PE
JAU,Francisco Carle Airport,Jauja,Peru,PE
JUL,Inca Manco Capac International Airport,Juliaca,Peru,PE
SJA,San Juan de Marcona Airport,San Juan de Marcona,Peru,PE
CJA,Mayor General FAP Armando Revoredo Iglesias Airport,Cajamarca,Peru,PE
RIM,San Nicolas Airport,Rodriguez de Mendoza,Peru,PE
ILQ,Ilo Airport,Ilo,Peru,PE
TBP,Capitan FAP Pedro Canga Rodriguez Airport,Tumbes,Peru,PE
MZA,Manuel Prado Ugarteche Airport,Mazamari,Peru,PE
SMG,Santa Maria Airport,Santa Maria,Peru,PE
YMS,Moises Benzaquen Rengifo Airport,Yurimaguas,Peru,PE
HUU,Alferez Fap David Figueroa Fernandini Airport,Huanuco,Peru,PE
PNM,Nuevo Mundo Airport,Nuevo Mundo,Peru,PE
SQU,Saposoa Airport,Plaza Saposoa,Peru,PE
CHH,Chachapoyas Airport,Chachapoyas,Peru,PE
REQ,Requena Airport,Requena,Peru,PE
IQT,Coronel FAP Francisco Secada Vignetta International Airport,Iquitos,Peru,PE
AQP,Rodriguez Ballon International Airport,Arequipa,Peru,PE
TRU,Capitan FAP Carlos Martinez De Pinillos International Airport,Trujillo,Peru,PE
PIO,Capitan FAP Renan Elias Olivera International Airport,Pisco,Peru,PE
TPP,Cadete FAP Guillermo Del Castillo Paredes Airport,Tarapoto,Peru,PE
SYC,Shiringayoc Airport,Shiringayoc,Peru,PE
TCQ,Coronel FAP Carlos Ciriani Santa Rosa International Airport,Tacna,Peru,PE
PEM,Padre Aldamiz International Airport,Puerto Maldonado,Peru,PE
PIU,Capitan FAP Guillermo Concha Iberico International Airport,Piura,Peru,PE
CUZ,Alejandro Velasco Astete International Airport,Cusco,Peru,PE
APU,Apucarana Airport,Apucarana,Brazil,BR
BGV,Aeroclube de Bento Goncalves Airport,Bento Goncalves,Brazil,BR
BNU,Blumenau Airport,Blumenau,Brazil,BR
CCI,Concordia Airport,Concordia,Brazil,BR
CSS,Cassilandia Airport,Cassilandia,Brazil,BR
CEL,Canela Airport,Canela,Brazil,BR
CKO,Cornelio Procopio Airport,Cornelio Procopio,Brazil,BR
GGH,Cianorte Airport,Cianorte,Brazil,BR
DOU,Dourados Airport,Dourados,Brazil,BR
ERM,Erechim Airport,Erechim,Brazil,BR
FBE,Francisco Beltrao Airport,Francisco Beltrao,Brazil,BR
QGA,Guaira Airport,Guaira,Brazil,BR
HRZ,Horizontina Airport,Horizontina,Brazil,BR
IJU,Ijui Airport,Ijui,Brazil,BR
ITQ,Itaqui Airport,Itaqui,Brazil,BR
JCB,Santa Terezinha Airport,Joacaba,Brazil,BR
CBW,Campo Mourao Airport,Campo Mourao,Brazil,BR
QDB,Cachoeira do Sul Airport,Cachoeira Do Sul,Brazil,BR
QCR,Curitibanos Airport,Curitibanos,Brazil,BR
OAL,Cacoal Airport,Cacoal,Brazil,BR
LOI,Helmuth Baungarten Airport,Lontras,Brazil,BR
ALQ,Alegrete Novo Airport,Alegrete,Brazil,BR
QMF,Mafra Airport,Mafra,Brazil,BR
QGF,Montenegro Airport,Montenegro,Brazil,BR
QHV,Novo Hamburgo Airport,Novo Hamburgo,Brazil,BR
SQX,Sao Miguel do Oeste Airport,Sao Miguel Do Oeste,Brazil,BR
APX,Arapongas Airport,Arapongas,Brazil,BR
AIR,Aripuanã Airport,Aripuanã,Brazil,BR
PTO,Pato Branco Airport,Pato Branco,Brazil,BR
PNG,Paranagua Airport,Paranagua,Brazil,BR
PVI,Paranavai Airport,Paranavai,Brazil,BR
PBB,Paranaiba Airport,Paranaiba,Brazil,BR
QAC,Castro Airport,Castro,Brazil,BR
SQY,Sao Lourenco do Sul Airport,Sao Lourenco Do Sul,Brazil,BR
QOJ,Sao Borja Airport,Sao Borja,Brazil,BR
CSU,Santa Cruz do Sul Airport,Santa Cruz Do Sul,Brazil,BR
TSQ,Torres Airport,Torres,Brazil,BR
UMU,Umuarama Airport,Umuarama,Brazil,BR
QVB,Uniao da Vitoria Airport,Uniao Da Vitoria,Brazil,BR
VIA,Videira Airport,Videira,Brazil,BR
CTQ,Santa Vitoria do Palmar Airport,Santa Vitoria Do Palmar,Brazil,BR
AXE,Xanxere Airport,Xanxere,Brazil,BR
AAG,Arapoti Airport,Arapoti,Brazil,BR
SRA,Santa Rosa Airport,Santa Rosa,Brazil,BR
PGZ,Ponta Grossa Airport,Ponta Grossa,Brazil,BR
ATI,Artigas International Airport,Artigas,Uruguay,UY
CYR,Laguna de Los Patos International Airport,Colonia,Uruguay,UY
DZO,Santa Bernardina International Airport,Durazno,Uruguay,UY
PDP,Capitan Corbeta CA Curbelo International Airport,Punta del Este,Uruguay,UY
MLZ,Cerro Largo International Airport,Melo,Uruguay,UY
MVD,Carrasco International /General C L Berisso Airport,Montevideo,Uruguay,UY
PDU,Tydeo Larre Borges Airport,Paysandu,Uruguay,UY
RVY,Presidente General Don Oscar D. Gestido International Airport,Rivera,Uruguay,UY
STY,Nueva Hesperides International Airport,Salto,Uruguay,UY
TAW,Tacuarembo Airport,Tacuarembo,Uruguay,UY
TYT,Treinta y Tres Airport,Treinta y Tres,Uruguay,UY
VCH,Vichadero Airport,Vichadero,Uruguay,UY
AGV,Oswaldo Guevara Mujica Airport,Acarigua,Venezuela (Bolivarian Republic of),VE
AAO,Anaco Airport,Anaco,Venezuela (Bolivarian Republic of),VE
LPJ,Armando Schwarck Airport,Guayabal,Venezuela (Bolivarian Republic of),VE
BLA,General Jose Antonio Anzoategui International Airport,Barcelona,Venezuela (Bolivarian Republic of),VE
BNS,Barinas Airport,Barinas,Venezuela (Bolivarian Republic of),VE
BRM,Barquisimeto International Airport,Barquisimeto,Venezuela (Bolivarian Republic of),VE
MYC,Escuela Mariscal Sucre Airport,Maracay,Venezuela (Bolivarian Republic of),VE
CUV,Casigua El Cubo Airport,Casigua El Cubo,Venezuela (Bolivarian Republic of),VE
CLZ,Calabozo Airport,Guarico,Venezuela (Bolivarian Republic of),VE
CAJ,Canaima Airport,Canaima,Venezuela (Bolivarian Republic of),VE
VCR,Carora Airport,Carora,Venezuela (Bolivarian Republic of),VE
CUP,General Francisco Bermudez Airport,Carupano,Venezuela (Bolivarian Republic of),VE
CZE,Jose Leonardo Chirinos Airport,Coro,Venezuela (Bolivarian Republic of),VE
EOR,El Dorado Airport,Bolivar,Venezuela (Bolivarian Republic of),VE
GUQ,Guanare Airport,Guanare,Venezuela (Bolivarian Republic of),VE
ICC,Andres Miguel Salazar Marcano Airport,Isla de Coche,Venezuela (Bolivarian Republic of),VE
LSP,Josefa Camejo International Airport,Paraguana,Venezuela (Bolivarian Republic of),VE
MAR,La Chinita International Airport,Maracaibo,Venezuela (Bolivarian Republic of),VE
MRD,Alberto Carnevalli Airport,Merida,Venezuela (Bolivarian Republic of),VE
PMV,Del Caribe Santiago Marino International Airport,Isla Margarita,Venezuela (Bolivarian Republic of),VE
CCS,Maiquetia (Simon Bolivar Internacional) Airport,Caracas,Venezuela (Bolivarian Republic of),VE
CBS,Oro Negro Airport,Cabimas,Venezuela (Bolivarian Republic of),VE
PZO,General Manuel Carlos Piar International Airport,Puerto Ordaz-Ciudad Guayana,Venezuela (Bolivarian Republic of),VE
PTM,Palmarito Airport,Palmarito,Venezuela (Bolivarian Republic of),VE
LRV,Gran Roque Airport,Los Roques,Venezuela (Bolivarian Republic of),VE
SBB,Santa Barbara de Barinas Airport,Santa Barbara,Venezuela (Bolivarian Republic of),VE
STD,Mayor Buenaventura Vivas International Airport,Santo Domingo,Venezuela (Bolivarian Republic of),VE
SNF,Sub Teniente Nestor Arias Airport,San Felipe,Venezuela (Bolivarian Republic of),VE
SFD,San Fernando De Apure Airport,Inglaterra,Venezuela (Bolivarian Republic of),VE
TUV,Tucupita Airport,Tucupita,Venezuela (Bolivarian Republic of),VE
VLN,Arturo Michelena International Airport,Valencia,Venezuela (Bolivarian Republic of),VE
VIG,Juan Pablo Perez Alfonso Airport,El Vigia,Venezuela (Bolivarian Republic of),VE
VLV,Dr. Antonio Nicolas Briceno Airport,Valera,Venezuela (Bolivarian Republic of),VE
BAZ,Barcelos Airport,Barcelos,Brazil,BR
RBB,Borba Airport,Borba,Brazil,BR
CAF,Carauari Airport,Carauari,Brazil,BR
CQS,Costa Marques Airport,Costa Marques,Brazil,BR
DMT,Diamantino Airport,Diamantino,Brazil,BR
DNO,Dianopolis Airport,Dianopolis,Brazil,BR
ARS,Estancia das Cascatas Airport,Aragarcas,Brazil,BR
ERN,Eirunepe Airport,Eirunepe,Brazil,BR
CQA,Canarana Airport,Canarana,Brazil,BR
SXO,Sao Felix do Araguaia Airport,Sao Felix Do Araguaia,Brazil,BR
GRP,Gurupi Airport,Gurupi,Brazil,BR
AUX,Araguaina Airport,Araguaina,Brazil,BR
GGB,Fazenda Olhos D`agua Airport,Agua Boa,Brazil,BR
HUW,Humaita Airport,Humaita,Brazil,BR
IPG,Ipiranga Airport,Santo Antonio Do Ica,Brazil,BR
IDO,Santa Izabel do Morro Airport,Cristalandia,Brazil,BR
JPR,Ji-Parana Airport,Ji-Parana,Brazil,BR
JIA,Juina Airport,Juina,Brazil,BR
JRN,Juruena Airport,Juruena,Brazil,BR
JTI,Jatai Airport,Jatai,Brazil,BR
